THE SPECIE,RACE,CONTINENT,SUB-CONTINENT,SUB-REGION,NATIONALITY,ETHNICITY,REGION,STATE,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY,LOCAL GOVERNMENT AREA,STATE CONSTITUENCY,TOWN,TOWN DIVISION,TOWN QUARTERS,CLAN,VILLAGE,HAMLET,KINDRED, UMUNNA ,EXTENDED FAMILY,GREAT GRAND FAMILY,GRAND FAMILY,FAMILY,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,UBAHU-UDARA,UBAHU-UDARA,UMU-MOGO,UMUNZURUMIKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,UBAHU-UDARA,UBAHU-UDARA,UMUOJIGWE,UMUONYEGARAEME,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,UBAHU-UDARA,UBAHU-UDARA,UMUOJIGWE,UMUNKAAGBA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,UBAHU-UDARA,UBAHU-UDARA,UMUDURUNONYE,UMU-UGOCHUKWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,UBAHU-UDARA,UBAHU-UDARA,UMUDURUNONYE,UMUADINNU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,UBAHU-UDARA,UBAHU-UDARA,UMUEZEAHIZE,UMUABUBOGWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,UBAHU-UDARA,UBAHU-UDARA,UMUEZEAHIZE,UMUOGBUAGU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEJIAKU,UMUEZERIOBI,UMUMADUNATO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEJIAKU,UMUEZERIOBI,UMUOBIRIUNO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEJIAKU,UMUEZERIOBI,UMUORUM,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEJIAKU,UMUEZERIOBI,UMUIDIEKEBUO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEJIAKU,UMUEZEIHEBIRI,UMUEZENEBIGHI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEJIAKU,UMUEZEIHEBIRI,UMUOBI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEJIAKU,UMUEZEIHEBIRI,UMUANAMASONYE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUNAFOROJORO,UMUOKPARAIZU,UMUOKPAIZU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUNAFOROJORO,UMUOKARAIWUANYI,UMUOKARAIWUANYI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUOKPARAEZIKE,UMUJUOKWU,UMUJIOKWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUOKPARAEZIKE,UMUOKPARADORO,UMUOKPARADORO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUOKPARAEZIKE,UMUMMIRIKA,UMUMMIRIKA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMUEMEKWURU,UMUGOCHUKWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMUEMEKWURU,UMUOSUCHUKWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMUEMEKWURU,UMUOSUAGWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMUEMEKWURU,UMUDEZE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMUEMEKWURU,UMU-CHUKWUNYEREOKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUODUMONU,UMUNWOJI,UMUNWOJI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUODUMONU,UMUNWOJI,UMUNWOJI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUODUMONU,UMUNWOJI,UMUNWOJI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMUNWOJI,UMUNWOJI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMU-ABANIHI,UMU-NWABUOGARANYA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMU-ABANIHI,UMJ-CHUKWUEMEKA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMU-IHI,UMU-IHI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,UMU-AGBAGOSIM,UMU-AGBAGOSIM,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,NWOKEREOBI/IKEGWUONU,UMU-IKENWOKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,OGHALAEGBU,UMUEZEANA,NWOKEREOBI/IKEGWUONU,UMU-MNEGWA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUAKWA,UMUAKWA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUIGWE,UMUOKPARADIBE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUIGWE,UMUECHEFU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUNZERENDU,UMUNZERENDU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUANUM,EZEANA/IHEANAEKWE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUANUM,ETITOGU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUANUM,UMUNDOGULU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUIKE,UMUIKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUEZEANAGU,MKPIKAOGU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUEZEANAGU,UMULENZE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMUAKPARASOAGU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMU-MBAJI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMU-IDI-OWELLE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMUODOGWU UDENWAYI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMU OKEREKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMU-ILE-KPOROCHU,UMU-UMUKPOROCHU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,AWOBI ODOGWU,AWOBI ODOGWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUZU,UMUZU-OKIJA,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUZU,UMUZU-OKIJA,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUZU,UMUZU-OKIJA,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEOKWUNARA,IWENWANNE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEOKWUNARA,ANYANMANE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEOKWUNARA,UKWAMEBENA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEOKWUNARA,UMUEZENAMBA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,EZIKEONUKPOSI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,UDODIMMA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,EKWULUETITI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,UMUILONWAJI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,UMUEZEOKORONKWO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEGESI,EZIKEGESI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEODINAKA,UMUOBIAJULU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,EZIKEODINAKA,UMUOBIEFUNA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,EZIKEODINAKA,UMUANYAOKU,,,,,,,,,,,,
